,id,Num_Passengers
4454,2340,18
4455,9563,18
4456,9565,18
4457,9566,18
4458,2340,5
4459,9563,5
4460,9565,5
4461,9566,5
4462,2340,14
4463,9563,14
4464,9565,14
4465,9566,14
4466,2340,9
4467,9563,9
4468,9565,9
4469,9566,9
4470,2340,11
4471,9563,11
4472,9565,11
4473,9566,11
4474,2340,17
4475,9563,17
4476,9565,17
4477,9566,17
4478,2340,15
4479,9563,15
4480,9565,15
4481,9566,15
4482,2340,16
4483,9563,16
4484,9565,16
4485,9566,16
4486,2340,22
4487,9563,22
4488,9565,22
4489,9566,22
4490,2340,17
4491,9563,17
4492,9565,17
4493,9566,17
4494,2340,26
4495,9563,26
4496,9565,26
4497,9566,26
4498,2340,20
4499,9563,20
4500,9565,20
4501,9566,20
4502,2340,14
4503,9563,14
4504,9565,14
4505,9566,14
4506,2340,15
4507,9563,15
4508,9565,15
4509,9566,15
4510,2340,28
4511,9563,28
4512,9565,28
4513,9566,28
4514,2340,28
4515,9563,28
4516,9565,28
4517,9566,28
4518,2340,4
4519,9563,4
4520,9565,4
4521,9566,4
4522,2340,18
4523,9563,18
4524,9565,18
4525,9566,18
4526,2340,7
4527,9563,7
4528,9565,7
4529,9566,7
4530,2340,10
4531,9563,10
4532,9565,10
4533,9566,10
4534,2340,19
4535,9563,19
4536,9565,19
4537,9566,19
4538,2340,3
4539,9563,3
4540,9565,3
4541,9566,3
4542,2340,4
4543,9563,4
4544,9565,4
4545,9566,4
4546,2340,2
4547,9563,2
4548,9565,2
4549,9566,2
4550,2340,11
4551,9563,11
4552,9565,11
4553,9566,11
4554,2340,24
4555,9563,24
4556,9565,24
4557,9566,24
4558,2340,12
4559,9563,12
4560,9565,12
4561,9566,12
4562,2340,9
4563,9563,9
4564,9565,9
4565,9566,9
4566,2340,15
4567,9563,15
4568,9565,15
4569,9566,15
4570,2340,25
4571,9563,25
4572,9565,25
4573,9566,25
4574,2340,6
4575,9563,6
4576,9565,6
4577,9566,6
4578,2340,4
4579,9563,4
4580,9565,4
4581,9566,4
4582,2340,8
4583,9563,8
4584,9565,8
4585,9566,8
4586,2340,20
4587,9563,20
4588,9565,20
4589,9566,20
4590,2340,17
4591,9563,17
4592,9565,17
4593,9566,17
4594,2340,7
4595,9563,7
4596,9565,7
4597,9566,7
4598,2340,18
4599,9563,18
4600,9565,18
4601,9566,18
4602,2340,15
4603,9563,15
4604,9565,15
4605,9566,15
4606,2340,20
4607,9563,20
4608,9565,20
4609,9566,20
4610,2340,4
4611,9563,4
4612,9565,4
4613,9566,4
4614,2340,10
4615,9563,10
4616,9565,10
4617,9566,10
4618,2340,22
4619,9563,22
4620,9565,22
4621,9566,22
4622,2340,11
4623,9563,11
4624,9565,11
4625,9566,11
4626,2340,13
4627,9563,13
4628,9565,13
4629,9566,13
4630,2340,20
4631,9563,20
4632,9565,20
4633,9566,20
4634,2340,14
4635,9563,14
4636,9565,14
4637,9566,14
4638,2340,4
4639,9563,4
4640,9565,4
4641,9566,4
4642,2340,19
4643,9563,19
4644,9565,19
4645,9566,19
4646,2340,13
4647,9563,13
4648,9565,13
4649,9566,13
4650,2340,11
4651,9563,11
4652,9565,11
4653,9566,11
4654,2340,7
4655,9563,7
4656,9565,7
4657,9566,7
4658,2340,3
4659,9563,3
4660,9565,3
4661,9566,3
4662,2340,12
4663,9563,12
4664,9565,12
4665,9566,12
4666,2340,8
4667,9563,8
4668,9565,8
4669,9566,8
4670,2340,2
4671,9563,2
4672,9565,2
4673,9566,2
4674,2340,11
4675,9563,11
4676,9565,11
4677,9566,11
4678,2340,2
4679,9563,2
4680,9565,2
4681,9566,2
4682,2340,28
4683,9563,28
4684,9565,28
4685,9566,28
4686,2340,23
4687,9563,23
4688,9565,23
4689,9566,23
4690,2340,19
4691,9563,19
4692,9565,19
4693,9566,19
4694,2340,3
4695,9563,3
4696,9565,3
4697,9566,3
4698,2340,2
4699,9563,2
4700,9565,2
4701,9566,2
4702,2340,3
4703,9563,3
4704,9565,3
4705,9566,3
4706,2340,9
4707,9563,9
4708,9565,9
4709,9566,9
4710,2340,19
4711,9563,19
4712,9565,19
4713,9566,19
4714,2340,4
4715,9563,4
4716,9565,4
4717,9566,4
4718,2340,20
4719,9563,20
4720,9565,20
4721,9566,20
4722,2340,11
4723,9563,11
4724,9565,11
4725,9566,11
4726,2340,4
4727,9563,4
4728,9565,4
4729,9566,4
4730,2340,2
4731,9563,2
4732,9565,2
4733,9566,2
4734,2340,32
4735,9563,32
4736,9565,32
4737,9566,32
4738,2340,14
4739,9563,14
4740,9565,14
4741,9566,14
4742,2340,6
4743,9563,6
4744,9565,6
4745,9566,6
4746,2340,7
4747,9563,7
4748,9565,7
4749,9566,7
4750,2340,9
4751,9563,9
4752,9565,9
4753,9566,9
4754,2340,7
4755,9563,7
4756,9565,7
4757,9566,7
4758,2340,6
4759,9563,6
4760,9565,6
4761,9566,6
4762,2340,5
4763,9563,5
4764,9565,5
4765,9566,5
4766,2340,8
4767,9563,8
4768,9565,8
4769,9566,8
4770,2340,2
4771,9563,2
4772,9565,2
4773,9566,2
4774,2340,16
4775,9563,16
4776,9565,16
4777,9566,16
4778,2340,12
4779,9563,12
4780,9565,12
4781,9566,12
4782,2340,9
4783,9563,9
4784,9565,9
4785,9566,9
4786,2340,3
4787,9563,3
4788,9565,3
4789,9566,3
4790,2340,7
4791,9563,7
4792,9565,7
4793,9566,7
4794,2340,22
4795,9563,22
4796,9565,22
4797,9566,22
4798,2340,6
4799,9563,6
4800,9565,6
4801,9566,6
4802,2340,13
4803,9563,13
4804,9565,13
4805,9566,13
4806,2340,20
4807,9563,20
4808,9565,20
4809,9566,20
4810,2340,17
4811,9563,17
4812,9565,17
4813,9566,17
4814,2340,3
4815,9563,3
4816,9565,3
4817,9566,3
4818,2340,8
4819,9563,8
4820,9565,8
4821,9566,8
4822,2340,5
4823,9563,5
4824,9565,5
4825,9566,5
4826,2340,5
4827,9563,5
4828,9565,5
4829,9566,5
4830,2340,5
4831,9563,5
4832,9565,5
4833,9566,5
4834,2340,17
4835,9563,17
4836,9565,17
4837,9566,17
4838,2340,18
4839,9563,18
4840,9565,18
4841,9566,18
4842,2340,3
4843,9563,3
4844,9565,3
4845,9566,3
4846,2340,5
4847,9563,5
4848,9565,5
4849,9566,5
4850,2340,19
4851,9563,19
4852,9565,19
4853,9566,19
4854,2340,9
4855,9563,9
4856,9565,9
4857,9566,9
4858,2340,7
4859,9563,7
4860,9565,7
4861,9566,7
4862,2340,23
4863,9563,23
4864,9565,23
4865,9566,23
4866,2340,21
4867,9563,21
4868,9565,21
4869,9566,21
4870,2340,9
4871,9563,9
4872,9565,9
4873,9566,9
4874,2340,22
4875,9563,22
4876,9565,22
4877,9566,22
4878,2340,8
4879,9563,8
4880,9565,8
4881,9566,8
4882,2340,19
4883,9563,19
4884,9565,19
4885,9566,19
4886,2340,54
4887,9563,54
4888,9565,54
4889,9566,54
4890,2340,59
4891,9563,59
4892,9565,59
4893,9566,59
4894,2340,64
4895,9563,64
4896,9565,64
4897,9566,64
4898,2340,65
4899,9563,65
4900,9565,65
4901,9566,65
4902,2340,41
4903,9563,41
4904,9565,41
4905,9566,41
4906,2340,55
4907,9563,55
4908,9565,55
4909,9566,55
4910,2340,63
4911,9563,63
4912,9565,63
4913,9566,63
4914,2340,64
4915,9563,64
4916,9565,64
4917,9566,64
4918,2340,43
4919,9563,43
4920,9565,43
4921,9566,43
4922,2340,62
4923,9563,62
4924,9565,62
4925,9566,62
4926,2340,40
4927,9563,40
4928,9565,40
4929,9566,40
4930,2340,65
4931,9563,65
4932,9565,65
4933,9566,65
4934,2340,64
4935,9563,64
4936,9565,64
4937,9566,64
4938,2340,59
4939,9563,59
4940,9565,59
4941,9566,59
4942,2340,57
4943,9563,57
4944,9565,57
4945,9566,57
4946,2340,43
4947,9563,43
4948,9565,43
4949,9566,43
4950,2340,58
4951,9563,58
4952,9565,58
4953,9566,58
4954,2340,47
4955,9563,47
4956,9565,47
4957,9566,47
4958,2340,69
4959,9563,69
4960,9565,69
4961,9566,69
4962,2340,58
4963,9563,58
4964,9565,58
4965,9566,58
4966,2340,60
4967,9563,60
4968,9565,60
4969,9566,60
4970,2340,68
4971,9563,68
4972,9565,68
4973,9566,68
4974,2340,54
4975,9563,54
4976,9565,54
4977,9566,54
4978,2340,58
4979,9563,58
4980,9565,58
4981,9566,58
4982,2340,56
4983,9563,56
4984,9565,56
4985,9566,56
4986,2340,43
4987,9563,43
4988,9565,43
4989,9566,43
4990,2340,64
4991,9563,64
4992,9565,64
4993,9566,64
4994,2340,46
4995,9563,46
4996,9565,46
4997,9566,46
4998,2340,64
4999,9563,64
5000,9565,64
5001,9566,64
5002,2340,53
5003,9563,53
5004,9565,53
5005,9566,53
5006,2340,40
5007,9563,40
5008,9565,40
5009,9566,40
5010,2340,46
5011,9563,46
5012,9565,46
5013,9566,46
5014,2340,55
5015,9563,55
5016,9565,55
5017,9566,55
5018,2340,59
5019,9563,59
5020,9565,59
5021,9566,59
5022,2340,54
5023,9563,54
5024,9565,54
5025,9566,54
5026,2340,55
5027,9563,55
5028,9565,55
5029,9566,55
5030,2340,54
5031,9563,54
5032,9565,54
5033,9566,54
5034,2340,75
5035,9563,75
5036,9565,75
5037,9566,75
5038,2340,63
5039,9563,63
5040,9565,63
5041,9566,63
5042,2340,57
5043,9563,57
5044,9565,57
5045,9566,57
5046,2340,58
5047,9563,58
5048,9565,58
5049,9566,58
5050,2340,50
5051,9563,50
5052,9565,50
5053,9566,50
5054,2340,64
5055,9563,64
5056,9565,64
5057,9566,64
5058,2340,58
5059,9563,58
5060,9565,58
5061,9566,58
5062,2340,34
5063,9563,34
5064,9565,34
5065,9566,34
5066,2340,58
5067,9563,58
5068,9565,58
5069,9566,58
5070,2340,63
5071,9563,63
5072,9565,63
5073,9566,63
5074,2340,80
5075,9563,80
5076,9565,80
5077,9566,80
5078,2340,57
5079,9563,57
5080,9565,57
5081,9566,57
5082,2340,42
5083,9563,42
5084,9565,42
5085,9566,42
5086,2340,93
5087,9563,93
5088,9565,93
5089,9566,93
5090,2340,61
5091,9563,61
5092,9565,61
5093,9566,61
5094,2340,61
5095,9563,61
5096,9565,61
5097,9566,61
5098,2340,56
5099,9563,56
5100,9565,56
5101,9566,56
5102,2340,63
5103,9563,63
5104,9565,63
5105,9566,63
5106,2340,52
5107,9563,52
5108,9565,52
5109,9566,52
5110,2340,50
5111,9563,50
5112,9565,50
5113,9566,50
5114,2340,78
5115,9563,78
5116,9565,78
5117,9566,78
5118,2340,62
5119,9563,62
5120,9565,62
5121,9566,62
5122,2340,73
5123,9563,73
5124,9565,73
5125,9566,73
5126,2340,49
5127,9563,49
5128,9565,49
5129,9566,49
5130,2340,47
5131,9563,47
5132,9565,47
5133,9566,47
5134,2340,49
5135,9563,49
5136,9565,49
5137,9566,49
5138,2340,41
5139,9563,41
5140,9565,41
5141,9566,41
5142,2340,59
5143,9563,59
5144,9565,59
5145,9566,59
5146,2340,68
5147,9563,68
5148,9565,68
5149,9566,68
5150,2340,70
5151,9563,70
5152,9565,70
5153,9566,70
5154,2340,74
5155,9563,74
5156,9565,74
5157,9566,74
5158,2340,59
5159,9563,59
5160,9565,59
5161,9566,59
5162,2340,51
5163,9563,51
5164,9565,51
5165,9566,51
5166,2340,60
5167,9563,60
5168,9565,60
5169,9566,60
5170,2340,61
5171,9563,61
5172,9565,61
5173,9566,61
5174,2340,62
5175,9563,62
5176,9565,62
5177,9566,62
5178,2340,60
5179,9563,60
5180,9565,60
5181,9566,60
5182,2340,53
5183,9563,53
5184,9565,53
5185,9566,53
5186,2340,60
5187,9563,60
5188,9565,60
5189,9566,60
5190,2340,60
5191,9563,60
5192,9565,60
5193,9566,60
5194,2340,63
5195,9563,63
5196,9565,63
5197,9566,63
5198,2340,34
5199,9563,34
5200,9565,34
5201,9566,34
5202,2340,66
5203,9563,66
5204,9565,66
5205,9566,66
5206,2340,56
5207,9563,56
5208,9565,56
5209,9566,56
5210,2340,74
5211,9563,74
5212,9565,74
5213,9566,74
5214,2340,48
5215,9563,48
5216,9565,48
5217,9566,48
5218,2340,49
5219,9563,49
5220,9565,49
5221,9566,49
5222,2340,43
5223,9563,43
5224,9565,43
5225,9566,43
5226,2340,62
5227,9563,62
5228,9565,62
5229,9566,62
5230,2340,70
5231,9563,70
5232,9565,70
5233,9566,70
5234,2340,59
5235,9563,59
5236,9565,59
5237,9566,59
5238,2340,50
5239,9563,50
5240,9565,50
5241,9566,50
5242,2340,63
5243,9563,63
5244,9565,63
5245,9566,63
5246,2340,55
5247,9563,55
5248,9565,55
5249,9566,55
5250,2340,34
5251,9563,34
5252,9565,34
5253,9566,34
5254,2340,63
5255,9563,63
5256,9565,63
5257,9566,63
5258,2340,58
5259,9563,58
5260,9565,58
5261,9566,58
5262,2340,50
5263,9563,50
5264,9565,50
5265,9566,50
5266,2340,60
5267,9563,60
5268,9565,60
5269,9566,60
5270,2340,51
5271,9563,51
5272,9565,51
5273,9566,51
5274,2340,58
5275,9563,58
5276,9565,58
5277,9566,58
5278,2340,60
5279,9563,60
5280,9565,60
5281,9566,60
5282,2340,50
5283,9563,50
5284,9565,50
5285,9566,50
5286,2340,55
5287,9563,55
5288,9565,55
5289,9566,55
5290,2340,52
5291,9563,52
5292,9565,52
5293,9566,52
5294,2340,69
5295,9563,69
5296,9565,69
5297,9566,69
5298,2340,58
5299,9563,58
5300,9565,58
5301,9566,58
5302,2340,54
5303,9563,54
5304,9565,54
5305,9566,54
5306,2340,61
5307,9563,61
5308,9565,61
5309,9566,61
5310,2340,67
5311,9563,67
5312,9565,67
5313,9566,67
5314,2340,59
5315,9563,59
5316,9565,59
5317,9566,59
5318,2340,57
5319,9563,57
5320,9565,57
5321,9566,57
5322,2340,58
5323,9563,58
5324,9565,58
5325,9566,58
5326,2340,57
5327,9563,57
5328,9565,57
5329,9566,57
5330,2340,57
5331,9563,57
5332,9565,57
5333,9566,57
5334,2340,67
5335,9563,67
5336,9565,67
5337,9566,67
5338,2340,59
5339,9563,59
5340,9565,59
5341,9566,59
5342,2340,48
5343,9563,48
5344,9565,48
5345,9566,48
5346,2340,59
5347,9563,59
5348,9565,59
5349,9566,59
5350,2340,64
5351,9563,64
5352,9565,64
5353,9566,64
5354,2340,56
5355,9563,56
5356,9565,56
5357,9566,56
5358,2340,62
5359,9563,62
5360,9565,62
5361,9566,62
5362,2340,58
5363,9563,58
5364,9565,58
5365,9566,58
5366,2340,65
5367,9563,65
5368,9565,65
5369,9566,65
5370,2340,64
5371,9563,64
5372,9565,64
5373,9566,64
5374,2340,67
5375,9563,67
5376,9565,67
5377,9566,67
5378,2340,50
5379,9563,50
5380,9565,50
5381,9566,50
5382,2340,68
5383,9563,68
5384,9565,68
5385,9566,68
5386,2340,60
5387,9563,60
5388,9565,60
5389,9566,60
5390,2340,42
5391,9563,42
5392,9565,42
5393,9566,42
5394,2340,55
5395,9563,55
5396,9565,55
5397,9566,55
5398,2340,67
5399,9563,67
5400,9565,67
5401,9566,67
5402,2340,55
5403,9563,55
5404,9565,55
5405,9566,55
5406,2340,60
5407,9563,60
5408,9565,60
5409,9566,60
5410,2340,59
5411,9563,59
5412,9565,59
5413,9566,59
5414,2340,51
5415,9563,51
5416,9565,51
5417,9566,51
5418,2340,53
5419,9563,53
5420,9565,53
5421,9566,53
5422,2340,69
5423,9563,69
5424,9565,69
5425,9566,69
5426,2340,55
5427,9563,55
5428,9565,55
5429,9566,55
5430,2340,43
5431,9563,43
5432,9565,43
5433,9566,43
5434,2340,56
5435,9563,56
5436,9565,56
5437,9566,56
5438,2340,50
5439,9563,50
5440,9565,50
5441,9566,50
5442,2340,47
5443,9563,47
5444,9565,47
5445,9566,47
5446,2340,28
5447,9563,28
5448,9565,28
5449,9566,28
5450,2340,49
5451,9563,49
5452,9565,49
5453,9566,49
5454,2340,23
5455,9563,23
5456,9565,23
5457,9566,23
5458,2340,41
5459,9563,41
5460,9565,41
5461,9566,41
5462,2340,53
5463,9563,53
5464,9565,53
5465,9566,53
5466,2340,39
5467,9563,39
5468,9565,39
5469,9566,39
5470,2340,22
5471,9563,22
5472,9565,22
5473,9566,22
5474,2340,47
5475,9563,47
5476,9565,47
5477,9566,47
5478,2340,52
5479,9563,52
5480,9565,52
5481,9566,52
5482,2340,21
5483,9563,21
5484,9565,21
5485,9566,21
5486,2340,41
5487,9563,41
5488,9565,41
5489,9566,41
5490,2340,41
5491,9563,41
5492,9565,41
5493,9566,41
5494,2340,39
5495,9563,39
5496,9565,39
5497,9566,39
5498,2340,48
5499,9563,48
5500,9565,48
5501,9566,48
5502,2340,55
5503,9563,55
5504,9565,55
5505,9566,55
5506,2340,26
5507,9563,26
5508,9565,26
5509,9566,26
5510,2340,64
5511,9563,64
5512,9565,64
5513,9566,64
5514,2340,34
5515,9563,34
5516,9565,34
5517,9566,34
5518,2340,21
5519,9563,21
5520,9565,21
5521,9566,21
5522,2340,46
5523,9563,46
5524,9565,46
5525,9566,46
5526,2340,27
5527,9563,27
5528,9565,27
5529,9566,27
5530,2340,25
5531,9563,25
5532,9565,25
5533,9566,25
5534,2340,36
5535,9563,36
5536,9565,36
5537,9566,36
5538,2340,40
5539,9563,40
5540,9565,40
5541,9566,40
5542,2340,34
5543,9563,34
5544,9565,34
5545,9566,34
5546,2340,27
5547,9563,27
5548,9565,27
5549,9566,27
5550,2340,44
5551,9563,44
5552,9565,44
5553,9566,44
5554,2340,50
5555,9563,50
5556,9565,50
5557,9566,50
5558,2340,24
5559,9563,24
5560,9565,24
5561,9566,24
5562,2340,18
5563,9563,18
5564,9565,18
5565,9566,18
5566,2340,62
5567,9563,62
5568,9565,62
5569,9566,62
5570,2340,30
5571,9563,30
5572,9565,30
5573,9566,30
5574,2340,20
5575,9563,20
5576,9565,20
5577,9566,20
5578,2340,32
5579,9563,32
5580,9565,32
5581,9566,32
5582,2340,18
5583,9563,18
5584,9565,18
5585,9566,18
5586,2340,45
5587,9563,45
5588,9565,45
5589,9566,45
5590,2340,47
5591,9563,47
5592,9565,47
5593,9566,47
5594,2340,41
5595,9563,41
5596,9565,41
5597,9566,41
5598,2340,34
5599,9563,34
5600,9565,34
5601,9566,34
5602,2340,30
5603,9563,30
5604,9565,30
5605,9566,30
5606,2340,49
5607,9563,49
5608,9565,49
5609,9566,49
5610,2340,37
5611,9563,37
5612,9565,37
5613,9566,37
5614,2340,41
5615,9563,41
5616,9565,41
5617,9566,41
5618,2340,47
5619,9563,47
5620,9565,47
5621,9566,47
5622,2340,34
5623,9563,34
5624,9565,34
5625,9566,34
5626,2340,38
5627,9563,38
5628,9565,38
5629,9566,38
5630,2340,44
5631,9563,44
5632,9565,44
5633,9566,44
5634,2340,28
5635,9563,28
5636,9565,28
5637,9566,28
5638,2340,36
5639,9563,36
5640,9565,36
5641,9566,36
5642,2340,36
5643,9563,36
5644,9565,36
5645,9566,36
5646,2340,43
5647,9563,43
5648,9565,43
5649,9566,43
5650,2340,46
5651,9563,46
5652,9565,46
5653,9566,46
5654,2340,32
5655,9563,32
5656,9565,32
5657,9566,32
5658,2340,49
5659,9563,49
5660,9565,49
5661,9566,49
5662,2340,40
5663,9563,40
5664,9565,40
5665,9566,40
5666,2340,25
5667,9563,25
5668,9565,25
5669,9566,25
5670,2340,38
5671,9563,38
5672,9565,38
5673,9566,38
5674,2340,23
5675,9563,23
5676,9565,23
5677,9566,23
5678,2340,32
5679,9563,32
5680,9565,32
5681,9566,32
5682,2340,45
5683,9563,45
5684,9565,45
5685,9566,45
5686,2340,42
5687,9563,42
5688,9565,42
5689,9566,42
5690,2340,20
5691,9563,20
5692,9565,20
5693,9566,20
5694,2340,40
5695,9563,40
5696,9565,40
5697,9566,40
5698,2340,19
5699,9563,19
5700,9565,19
5701,9566,19
5702,2340,43
5703,9563,43
5704,9565,43
5705,9566,43
5706,2340,49
5707,9563,49
5708,9565,49
5709,9566,49
5710,2340,20
5711,9563,20
5712,9565,20
5713,9566,20
5714,2340,29
5715,9563,29
5716,9565,29
5717,9566,29
5718,2340,31
5719,9563,31
5720,9565,31
5721,9566,31
5722,2340,42
5723,9563,42
5724,9565,42
5725,9566,42
5726,2340,63
5727,9563,63
5728,9565,63
5729,9566,63
5730,2340,64
5731,9563,64
5732,9565,64
5733,9566,64
5734,2340,62
5735,9563,62
5736,9565,62
5737,9566,62
5738,2340,50
5739,9563,50
5740,9565,50
5741,9566,50
5742,2340,47
5743,9563,47
5744,9565,47
5745,9566,47
5746,2340,61
5747,9563,61
5748,9565,61
5749,9566,61
5750,2340,49
5751,9563,49
5752,9565,49
5753,9566,49
5754,2340,46
5755,9563,46
5756,9565,46
5757,9566,46
5758,2340,45
5759,9563,45
5760,9565,45
5761,9566,45
5762,2340,58
5763,9563,58
5764,9565,58
5765,9566,58
5766,2340,73
5767,9563,73
5768,9565,73
5769,9566,73
5770,2340,56
5771,9563,56
5772,9565,56
5773,9566,56
5774,2340,55
5775,9563,55
5776,9565,55
5777,9566,55
5778,2340,68
5779,9563,68
5780,9565,68
5781,9566,68
5782,2340,59
5783,9563,59
5784,9565,59
5785,9566,59
5786,2340,63
5787,9563,63
5788,9565,63
5789,9566,63
5790,2340,67
5791,9563,67
5792,9565,67
5793,9566,67
5794,2340,59
5795,9563,59
5796,9565,59
5797,9566,59
5798,2340,70
5799,9563,70
5800,9565,70
5801,9566,70
5802,2340,57
5803,9563,57
5804,9565,57
5805,9566,57
5806,2340,48
5807,9563,48
5808,9565,48
5809,9566,48
5810,2340,50
5811,9563,50
5812,9565,50
5813,9566,50
5814,2340,63
5815,9563,63
5816,9565,63
5817,9566,63
5818,2340,67
5819,9563,67
5820,9565,67
5821,9566,67
5822,2340,58
5823,9563,58
5824,9565,58
5825,9566,58
5826,2340,68
5827,9563,68
5828,9565,68
5829,9566,68
5830,2340,48
5831,9563,48
5832,9565,48
5833,9566,48
5834,2340,41
5835,9563,41
5836,9565,41
5837,9566,41
5838,2340,58
5839,9563,58
5840,9565,58
5841,9566,58
5842,2340,54
5843,9563,54
5844,9565,54
5845,9566,54
5846,2340,50
5847,9563,50
5848,9565,50
5849,9566,50
5850,2340,62
5851,9563,62
5852,9565,62
5853,9566,62
5854,2340,59
5855,9563,59
5856,9565,59
5857,9566,59
5858,2340,63
5859,9563,63
5860,9565,63
5861,9566,63
5862,2340,48
5863,9563,48
5864,9565,48
5865,9566,48
5866,2340,46
5867,9563,46
5868,9565,46
5869,9566,46
5870,2340,62
5871,9563,62
5872,9565,62
5873,9566,62
5874,2340,51
5875,9563,51
5876,9565,51
5877,9566,51
5878,2340,65
5879,9563,65
5880,9565,65
5881,9566,65
5882,2340,66
5883,9563,66
5884,9565,66
5885,9566,66
5886,2340,66
5887,9563,66
5888,9565,66
5889,9566,66
5890,2340,57
5891,9563,57
5892,9565,57
5893,9566,57
5894,2340,61
5895,9563,61
5896,9565,61
5897,9566,61
5898,2340,58
5899,9563,58
5900,9565,58
5901,9566,58
5902,2340,58
5903,9563,58
5904,9565,58
5905,9566,58
5906,2340,68
5907,9563,68
5908,9565,68
5909,9566,68
5910,2340,54
5911,9563,54
5912,9565,54
5913,9566,54
5914,2340,61
5915,9563,61
5916,9565,61
5917,9566,61
5918,2340,56
5919,9563,56
5920,9565,56
5921,9566,56
5922,2340,43
5923,9563,43
5924,9565,43
5925,9566,43
5926,2340,53
5927,9563,53
5928,9565,53
5929,9566,53
5930,2340,70
5931,9563,70
5932,9565,70
5933,9566,70
5934,2340,60
5935,9563,60
5936,9565,60
5937,9566,60
5938,2340,56
5939,9563,56
5940,9565,56
5941,9566,56
5942,2340,48
5943,9563,48
5944,9565,48
5945,9566,48
5946,2340,62
5947,9563,62
5948,9565,62
5949,9566,62
5950,2340,98
5951,9563,98
5952,9565,98
5953,9566,98
5954,2340,56
5955,9563,56
5956,9565,56
5957,9566,56
5958,2340,55
5959,9563,55
5960,9565,55
5961,9566,55
5962,2340,60
5963,9563,60
5964,9565,60
5965,9566,60
5966,2340,57
5967,9563,57
5968,9565,57
5969,9566,57
5970,2340,63
5971,9563,63
5972,9565,63
5973,9566,63
5974,2340,62
5975,9563,62
5976,9565,62
5977,9566,62
5978,2340,68
5979,9563,68
5980,9565,68
5981,9566,68
5982,2340,79
5983,9563,79
5984,9565,79
5985,9566,79
5986,2340,63
5987,9563,63
5988,9565,63
5989,9566,63
5990,2340,54
5991,9563,54
5992,9565,54
5993,9566,54
5994,2340,43
5995,9563,43
5996,9565,43
5997,9566,43
5998,2340,51
5999,9563,51
6000,9565,51
6001,9566,51
6002,2340,65
6003,9563,65
6004,9565,65
6005,9566,65
6006,2340,56
6007,9563,56
6008,9565,56
6009,9566,56
6010,2340,10
6011,9563,10
6012,9565,10
6013,9566,10
6014,2340,23
6015,9563,23
6016,9565,23
6017,9566,23
6018,2340,2
6019,9563,2
6020,9565,2
6021,9566,2
6022,2340,5
6023,9563,5
6024,9565,5
6025,9566,5
6026,2340,18
6027,9563,18
6028,9565,18
6029,9566,18
6030,2340,16
6031,9563,16
6032,9565,16
6033,9566,16
6034,2340,36
6035,9563,36
6036,9565,36
6037,9566,36
6038,2340,38
6039,9563,38
6040,9565,38
6041,9566,38
6042,2340,60
6043,9563,60
6044,9565,60
6045,9566,60
6046,2340,49
6047,9563,49
6048,9565,49
6049,9566,49
6050,2340,46
6051,9563,46
6052,9565,46
6053,9566,46
6054,2340,51
6055,9563,51
6056,9565,51
6057,9566,51
6058,2340,14
6059,9563,14
6060,9565,14
6061,9566,14
6062,2340,35
6063,9563,35
6064,9565,35
6065,9566,35
6066,2340,44
6067,9563,44
6068,9565,44
6069,9566,44
6070,2340,31
6071,9563,31
6072,9565,31
6073,9566,31
6074,2340,34
6075,9563,34
6076,9565,34
6077,9566,34
6078,2340,28
6079,9563,28
6080,9565,28
6081,9566,28
6082,2340,31
6083,9563,31
6084,9565,31
6085,9566,31
6086,2340,45
6087,9563,45
6088,9565,45
6089,9566,45
6090,2340,35
6091,9563,35
6092,9565,35
6093,9566,35
6094,2340,17
6095,9563,17
6096,9565,17
6097,9566,17
6098,2340,32
6099,9563,32
6100,9565,32
6101,9566,32
6102,2340,21
6103,9563,21
6104,9565,21
6105,9566,21
6106,2340,29
6107,9563,29
6108,9565,29
6109,9566,29
6110,2340,47
6111,9563,47
6112,9565,47
6113,9566,47
6114,2340,32
6115,9563,32
6116,9565,32
6117,9566,32
6118,2340,43
6119,9563,43
6120,9565,43
6121,9566,43
6122,2340,43
6123,9563,43
6124,9565,43
6125,9566,43
6126,2340,25
6127,9563,25
6128,9565,25
6129,9566,25
6130,2340,62
6131,9563,62
6132,9565,62
6133,9566,62
6134,2340,62
6135,9563,62
6136,9565,62
6137,9566,62
6138,2340,27
6139,9563,27
6140,9565,27
6141,9566,27
6142,2340,48
6143,9563,48
6144,9565,48
6145,9566,48
6146,2368,44
6147,2369,44
6148,2371,44
6149,7159,44
6150,2368,24
6151,2369,24
6152,2371,24
6153,7159,24
6154,2368,25
6155,2369,25
6156,2371,25
6157,7159,25
6158,2368,26
6159,2369,26
6160,2371,26
6161,7159,26
6162,2368,32
6163,2369,32
6164,2371,32
6165,7159,32
6166,2368,24
6167,2369,24
6168,2371,24
6169,7159,24
6170,2368,50
6171,2369,50
6172,2371,50
6173,7159,50
6174,2368,40
6175,2369,40
6176,2371,40
6177,7159,40
6178,2368,40
6179,2369,40
6180,2371,40
6181,7159,40
6182,2368,35
6183,2369,35
6184,2371,35
6185,7159,35
6186,2368,42
6187,2369,42
6188,2371,42
6189,7159,42
6190,2368,25
6191,2369,25
6192,2371,25
6193,7159,25
6194,2368,37
6195,2369,37
6196,2371,37
6197,7159,37
6198,2368,32
6199,2369,32
6200,2371,32
6201,7159,32
